id,text,likes,comments
#Bristruth16388,was thinking about looking for a fuck buddy but then i realized i was getting fucked hard enough by my course already,29,7
#Bristruth16383,to the group of first year lawyers that are always taking the piss at lectures and giggling the whole time i hate you but also please accept me into your friend group love a lonely lawyer in need of fun friends ,6,15
#Bristruth16360,whats the point in having an essay deadline at 930am my tutor is never going to look at it on that day let alone mark it why not just give everyone by the end of that day to submit it instead,8,0
#Bristruth16355,political hot take time the earth and everyone on it will literally die in the next century if the excesses of capitalism are not brutally curbed by a new political system ie socialismcommunism,23,18
#Bristruth16346,is there a way to report your own flat the cleaner doesnt mention anything but honestly this place is not hospitable thanks to one repeat offender getting desperate now i wish i could fine this flatmate for the emotional trauma of having to live and cook in the smelly sticky depths of hell,10,13
#Bristruth16343,what student organises the geography globe ball this year to be 47 what a fucking joke,31,14
#Bristruth16316,honestly dont understand why everybody in new bridewell is complaining about the water when the cladding work is more annoying right now love being woken up at 8am to builders right outside my window shouting and swearing and all the light in my room being blocked by the scaffolding ,4,1
#Bristruth16315,living in a uni house is all fun and games until you realise how unweatherproof it is ,4,0
#Bristruth16273,imagine the amount of confidence you must have walking around the city knowing youre a bristruth admin,28,0
#Bristruth16263,you think bristol is your ally you mearly adopted bristol i was born in it moulded by it i didnt see the rest of the world until i was already a man,30,7
#Bristruth16253,we engineers would love to leave the ass but we cant because any time we start working in mvb about a million freshers descend on the computer rooms for a class and were told to leave,13,2
#Bristruth16225,i just tried to join bristol uni swimming club could someone please help me on the form where it asks for your preferred stroke it lists options for backstroke breaststroke etc but i cant find margaret thatchers really strange id assume thatd be really popular especially amongst northern students is there any way to get this fixed,100,33
#Bristruth16212,hey if anyone wants to join a group of 3 maybe 4 we are waiting on a guy for housing next year like this post two girls and a guy all friendly ,9,0
#Bristruth16211,you might think its cold outside but have you have tried using original source mint shower gel to clean your balls,78,25
#Bristruth16197,why do all the skattyest clubs in bristol have the shittest smoking areas wheres the logic,2,1
#Bristruth16187,viewed a house today on collingwood road wondered if the bright pink dildo in the ground floor bedroom is included in the 525 a month,14,21
#Bristruth16168,can the people that match with me on tinder please just bloomin ask me out i dont want to awkwardly text chat for several days about the weather i wanna fuck,3,1
#Bristruth16165,im doing a survey on international student integration and need responses preferably without leaving the house httpswwwsurveymonkeycoukr39r9ry3 please my fine international students do the survey it takes 2 ish minutes because otherwise survey monkey cost me money,1,0
#Bristruth16118,just left my lecture early to hurry to boots to buy a vibrator ive reached a new low,4,5
#Bristruth16079,am i the only one that misses the beeping of the queens building gates,0,2
#Bristruth16073,how do you deal with losing the house you and 8 friends have fallen in love with asking for me my heart has fully broken,2,4
#Bristruth16069,word on the street is theres gonna be another strike look out kids,3,0
#Bristruth16050,personal tutor what is it you want to get out of uni exactly  my brain  dont say it dont say it dont say it dont say it dont say it  me get published on bristruths,14,4
#Bristruth16048,my flatmate breathes so fucking loud do you want an inhaler you prick,27,21
#Bristruth16014,i just really wish people wouldnt upload facebook stories i feel so uncomfortable for them and violated when i accidentally press one,9,1
#Bristruth16009,thinking of posting photos of my flat mates on brispets not because theyre cute but because theyre animals whose mess im always cleaning up,72,42
#Bristruth15998,ladies if he doesnt text you back leaves you on read goes skrrrahh pap pap kakaka skidikipappap pupupudrrrrboom skya dudukukudundun poom poom  hes not your man hes da ting,21,8
#Bristruth15984,i have a secret obsession with mariah carey and i am worried that my friends will judge me if they find out how can i be sure that my friends will stay with me despite my love for queen mimi,3,13
#Bristruth15957,not sure if all these greggs posts are made by students or by their employees who can get so hyped about getting greggs delivered seriously,21,1
#Bristruth15956,i just had an advert for durex condoms appear on my facebook news feed jokes on them i havent had sex for ages im so alone,8,3
#Bristruth15924,to the man on roslyn road singing christmas songs this morning you have a beautiful voice and all i want for christmas is you,5,8
#Bristruth15914, the girl that keeps angry reacting photos of my pug on brispets kindly fuck off my dog is pure and precious,4,1
#Bristruth15913,megoes home with a peng boy  my brain  dont say it dont say it dont say it dont say it dont say it dont say it dont say it  me let me ride your pork sword,2,2
#Bristruth15910,nothing better than going home to london for that premium tap water ,59,15
#Bristruth15907,ever post a bristruth and think its going to be really great and then it gets posted and realise you spelt panic with a k,2,2
#Bristruth15890,our flatmate eats with his mouth open he makes eating anything sound disgusting even toast how do we stop this without insulting him pls send help i cant live like this anymore,8,10
#Bristruth15882,dilemma when all your friends want to go out but youre just feeling really unswxy,19,10
#Bristruth15870,i am in mourning today you were my vanguard during essay all nighters my champion after low budget nights out and my noble reassurance that whatever goods and services i needed would be there for me whenever the hour whatever the weather the petrol station is not the same the sainsburys does not open long enough and your closure has proved to me just how irreplaceable you always were rip st augustines parade 24 hour coop,24,7
#Bristruth15857,the bear pit is actually cancer can we please demolish its not a precious urban diversity monument its an architectural wank stain with grime posters lets build a park trees eat co2 come tf on,20,3
#Bristruth15832,i was chilling postwank with the vibrator still in and coughed and it shot out im oddly impressed with myself,2,2
#Bristruth15799,hey siri how do you tinder when your game is so poor that you scare girls off with the first line every time,3,8
#Bristruth15787,everyones talking about new bridewell not getting water the real injustice is waverley house kids getting woken by incessant drilling at 759am every single morning,30,17
#Bristruth15782,just saw someone say that being openly tory at uni is probably similar to coming out as gay a couple of decades ago really are you that deluded have you ever been physically assaulted for being a tory has being tory ever been criminalised have you ever had your parents disown you and try to kill you because you told them youre a tory,34,1
#Bristruth15778,im glad that at least something positive for once came out of student council that being the new male mental health campaign,11,0
#Bristruth15770,to whoever threw up on 1130 u1 im waiting in the rain for the number 3 currently and yes i do think you need some lessons in grace and decrorem,10,3
#Bristruth15730,stoke bishop accommodation is so overrated and city centre accommodation is underrated a stoke bishop resident,30,4
#Bristruth15726,petition to change the name of exeters confessions page from exehonestly to exetell dont let the students of exeter suffer in silence any longer httpswwwfacebookcomexehonestlyrefbrrs  sign here httpsgooglforms6wkt0tiutodsobgk2  this is the true peoples vote,12,20
#Bristruth15718,im a secondyear and im still absolutely shook over how fucking beautiful the people at this uni are,16,5
#Bristruth15712,flatmate oh look at the other flats going out and partying wish ours could do that me okay so you wanna go out tonight flatmate nah i just want to chill tonight me facepalm,5,0
#Bristruth15694,if the vs fashion show comes up on my instagram explore feed once more ill actually smash my head against the wall all the hype around it makes me sick obviously other clothes companies have similar reputations in terms of diversity and manufacturing standards but at least they dont so explicitely equate being young thin and cisgender with being angelic,3,0
#Bristruth15692,the beef in big the su council meeting when nus revealed to be 5million in debt,4,4
#Bristruth12249,overheard fresher presumably fresh out of boarding school in coop soooo what does a bag of crisps cost these days,9,1
#Bristruth12237,i love my ex but he says he cant cope with the intensity of our relationship and is done any advice how do i move on been crying a lot,0,3
#Bristruth12232,this guy ive fancied for about 5 years but has constantly put me off has moved to uni and now hes bootycalling me from up north is he playing me or do i seize my college dreams need some advice my fellow love birds xoxo,1,3
#Bristruth12219,good society recommendations for people who dont really drink need to find some new cool people,10,22
#Bristruth12195,highlight of freshers was defiantly being mistaken for the motion coke dealer,19,1
#Bristruth12182,the only thing ive used my books for so far is to stand on while i piss in the sink,9,13
#Bristruth12150,when you come back from summer and forget how shit you are pulling and go home alone for them hundredth time in a row,11,28
#Bristruth12137,asking a girl to call you master the second time you have sex with her is pretty brave my vagina dried up like a prune,44,13
#Bristruth12128,get freshers week drama going  tag two people who should get together,2,109
#Bristruth12127,has anyone had a supplementary year or is on one this year feeling very anxious about it and dont really know how to connect with new people all over again especially as im not living in halls anymore and only have lectures for 1 unit so its harder to meet new faces any helpadvice,7,13
#Bristruth12120,mental how much fun tacky triangle clubs are on weeknights and how shite they are on weekends stick me in lolas on a monday and tear that shit up but saturdays ill stick to stokes croft thank you very much,12,2
#Bristruth12115,to all the new engineering students brace yourselves for a world of pain,37,7
#Bristruth12114,which did you get rejected from  angry for oxford  for cambridge,8,9
#Bristruth12111,bristol is knowing the difference between rap and hip hop from the comfort of the heated seat of daddys money fiat panda,13,1
#Bristruth12109,one of my flatmates chews loudly with his mouth open grounds to move flats,13,6
#Bristruth12106,dear whoever shit on the floor in my flat can you kindly not definitely not a cute touch that you got some on the door to my room i know it mustve been a rough night but cmon have some decency to shit in the toilet thats designed to take your bullshit yours kindly your literally best mate and flat mate,14,14
#Bristruth12097,pisses me off that people will go to uni as tories spend three years spouting platitudes about corbyn and how their school wasnt even that posh then go off into the city earn a fuck tonne go back to voting tory and never actually bother to learn anything about politics at all chameleons blending into their surroundings for social approval fucking pathetic,57,10
#Bristruth12087,friendly reminder to everyone not just freshers if you want to go to an event or do something where you dont know anyone and your new friends arent interested in that sort of thing its perfectly okay to go alone its the only way to make friends with people interested in similar things and no one will think youre weird for being alone,120,4
#Bristruth12066,i would sell my own nan for a night of passion with gordon ramsey,51,50
#Bristruth12065,weirdest thing i saw at tokyo world was a man dressed as a panda walking round selling ket,7,2
#Bristruth12063,the ooh ooh in feel good inc by the gorillaz is actually feel good please stop embarrassing yourselves,22,3
#Bristruth12022,im not sure if its because im high but im finding it fundamentally disturbing that theres a pattern on my toilet paper that displays puppies it almost makes me want to go buy cheaper loo roll so im not inadvertently promoting animal cruelty,14,3
#Bristruth11994,can we just talk about the fucking weapon in lounge last night who whispered in my ear where are we eating breakfast tomorrow then does that line ever work for you,71,29
#Bristruth11946,wish each year allowed for a fresh start with all the people who think im a load of crap,3,1
#Bristruth11941,it pisses me off that the university is taking credit for the herman thing it was students who set up the fundraising page students who promoted it on fb students who donated to the cause and students who gave him the money no institutional support whatsoever entirely 100 grassroots,131,0
#Bristruth11932,spare a thought for those lads repacking the unused condoms they bought last year this is your year boys xx,64,48
#Bristruth11919,in the time between bristruths ending last year and starting again this year i got into my first relationship 2018 truly is my year,8,0
#Bristruth11917,lots of love for taka taka which is fair enough but what about quiggleys now thats the real shit,41,30
#Bristruth11913,the story of resits i think i went on holiday but all i remember is studying,2,3
#Bristruth11905,yall talking about 2000s kids coming to uni but i was already here a year,6,5
#Bristruth11898,just think how many more people wouldve applied to bristol if theyd hadnt read bristruths first,1,0
#Bristruth11887,sad react if youre also gonna spend your weekend looking like a drowned rat who fell in a pot of glitter pretending to enjoy the shite line up at tokyo world,47,19
#Bristruth11870,i just got back from the summer holidays and made out with my new housemate on the first night hope you guys are more cautious freshers happy new uni year ,12,10
#Bristruth11844,silver lining of having to redo first year is that it gives me an extra year of bristruths,18,8
#Bristruth11833,some advice for freshers  taka taka is your friend do not make an enemy out of it itll starve your allnighters sessions  if you dont like partying hang around the arts  social science library or ass for short  theres a microwave oven and hot water at hawthorns  the ass is not as overwhelming as its name or some bristruths may suggest  the lizard lounge is not mark zuckerbots lair  mayonnaise is not an instrument  source cafe consumables will drain your wallet  bank account faster than that nigerian prince  if youre here in bristol for the girlsguys be prepared to feel sorely disappointed  mvb is not just for cs students so dont feel too entitled to the space  nerddorkgeek culture is highly appreciated  unless you want to get banned from humanity use a condom ffs literally  dont trust anyone dont even trust the guygal in the mirror  get comfy because youll be here for a while,136,19
We did it! All of you amazing people managed to help a group raise £1500 so that Herman and his wife can travel to Jamaica this summer., the creators of the gofundme page said  we would like to thank everyone who contributed to this incredible gift it is truly amazing what we can achieve when we come together it is thanks to your generosity that weve been able to raise about 1500  meaning both herman and his wife will be able to visit jamaica for the first time in 4 years  we are so proud that our page managed to help this and we hope herman has an amazing time  wearebristruths,1635,184
#Bristruth11807,i will finally enjoy facebook feed that is not absolutely cluttered by bristruths posts,7,1
#Bristruth11797,at the end of my first year i have come to realise that 1 i do not need to be friends with everyone to be happy 2 there is always time and a way to figure things out and 3 grades are not the most important thing in the world it may seem like it and it can be difficult when it doesnt go as well as youd hope but i didnt get very good grades this year but i have ended up with amazing opportunities i never thought id have good luck to everyone with your result but remember theres more to life than getting a first,20,0
#Bristruth11785,if i had a pound for every time someone told me how short i am i could afford some very nice heels,103,98
#Bristruth11774,nothing triggers a left swipe more on tinder than a girl riding a horse in her pics,35,20
#Bristruth11766,the chance to go on a year abroad was one of the main reasons why i picked bristol now im here and ive only got a few months before i leave and leaving the most incredible friends is going to be so much harder than i expected so thank you to the most supportive funny ridiculous crew i cant begin to tell you how much ill miss you x,25,12
It's your admins here., its summertime and we want to sleep on beaches rather than approving posts so we are gonna pause posting till 1st september beginning midnight tomorrow  sorry to all those who are gonna miss us but dont worry  we will be back  in the mean time post any last thoughtsconfessionscrushes on the respective forms and lets get some quality subs for the last 24hrs  love you all and we hope you all have a superb summer  the bristruths admins xx,201,37
#Bristruth11748,why were people so surprised churchill is full of private school tories its literally named after a conservative pm,9,4
#Bristruth11746,once took piss on the glass window of berkeley spoons in front of a couple having a drinks date sorry for the trauma i caused you by having my pants and trousers round my ankles,2,1
#Bristruth11744,if you want to watch love island on itv player when youre abroad this summer log into the remote desktop on mybristol to connect to bristols servers and it thinks youre in the uk ur welcome,330,172
#Bristruth11742,is the interview process for vets just to find the most attractive i swear theyre all smokin,37,90
#Bristruth11693,have had an absolute mare used up all my swipes before even getting to malaga with das bois,4,2
#Bristruth11691,can we start a petition to rename wills hall to boriss johnson,16,2
#Bristruth11688,httpswwwfacebookcomgroups433130907158388 made an fb group for people staying over the summer cba with being in an empty flat anymore lol,7,19
#Bristruth11685,there are so many kind accepting wonderful and amazing people at bristol and it makes me really happy i just wish i get the opportunity to meet and befriend some of you in real life,13,0
#Bristruth11672,to any of my summer brizzle babies hopeless about finding summer jobs put your cv on reed jobsite indeed etc you can apply for 10s of jobs that youll love and thatll pay well i was in the same hopeless sitchu but in four days im now working my dream summer job and even had to turn down 3 interviews good luck lovelies x,10,6
#Bristruth11671,ive only been home 2 days but am already so bored ive already resorted to watching love island despite chatting shit about it then everyone i know im ashamed of myself,22,21
#Bristruth11661,actually managed to complete a game of minesweep for the first time in my life didnt even think it was possible,10,4
#Bristruth11656,re bristruth11619 message from the white rabbit bristol dont panic as 241 pizzas are still on as usual mondays and tuesdays dont believe the rumours fakenews,131,45
#Bristruth11642,what is it with middle class people and thinking calling someone by their surname is a nickname,44,50
#Bristruth11625,i love going to motion because everytime i go my jawline gets more defined,4,6
#Bristruth11613,has anyone else noticed that the hummus pots in bristols sainsburys are always squashed thought this was a bristol only issue return to my home sainsburys and find this is clearly a nationwide problem say no to squished hummus,40,8
#Bristruth11597,looking forward to when the last student leaves town for summer so i can have eat a pitta for lunch again notastudent ijustworkhere,0,0
#Bristruth11593,type in theta on google and the suggested result is the tab what a time to be alive,3,2
#Bristruth11588,world cup players emoji challenge  1 2 3in 4 5ny  6 7 8 9 10 11 12 13 14ik 15 16 17 18 19 20 21 22is  23 24,8,15
#Bristruth11583,snakes dont hiss they say they have failed even once they have found out they have a 21,9,4
#Bristruth11579,people complaining about the gracity bouncers have obviously never met the crown courts bouncers hip flasks are still my property whether im kicked out or not,1,3
#Bristruth11573,does anyone else feel naughty carrying a cucumber round sains,8,9
#Bristruth11542,iplayer has just added all the series of modern doctor who fair to say that summer is sorted,20,9
#Bristruth11530,is taking paracetamol after a night out in the hopes it will alleviate your hangover in the morning a form of preing premedicating,1,1
#Bristruth11520,one of the best things about having a girlfriend with me on a night out is not having the bouncers treat me like the absolute scumbag i am,8,0
#Bristruth11517,shout out to the boys who went for a swim in the canal in harbourside ytb xx,8,6
#Bristruth11513,so i really like this guy weve been close friends since first year and recently started sleeping together on a casual basis but ive realised i want moreproblem is were graduating next month and i have no idea if he likes me in that way or not should i tell him how i feel like for yes heart for no admins please post and help a gal out i have no idea what im doing,62,0
#Bristruth11510,two days in and my disfunctional family is already making me wish i stayed in bristol,4,0
#Bristruth11505,i finished exams 5 days ago so why hasnt the sense of dread and constant anxiety gone away yet come on brain this isnt what we agreed on,36,3
#Bristruth11488,if a guy asks you out but then airs your reply wtf has gone on in his head,10,6
#Bristruth11469,you know its time to leave uni when you cant tell if the little white things in your kitchen are rice or maggots,15,26
#Bristruth11463,reckon this bristruth dry spell is because the admins went to gravity last night along with everyone else who fell for the gordon ramsey look alike and died in the million degree heat because apparently air conditioning isnt a thing rip admins youll be missed x,6,1
#Bristruth11459,to the person who took my zebra lighter in gravity today please give it back it means more than you can imagine i gave it to you out of kindness and you took it from me ive had it since my first cig like this so that i can get it back a reward will be given,3,0
#Bristruth11454,i know my name is hard but its heart breaking that some people wont even try saying it their immediate reaction is i cant say that or do you have another name know what i mean ,17,21
#Bristruth11443,biggest change since exams is im now having my daily poo in the pub not the library,5,4
#Bristruth11439,just when you think youve gone a whole year in halls without hearing flatmates having sex through the very thin walls and you get woken up in your last week by just that,1,3
#Bristruth11438,so my boyfriend like petting my hair and out of curiosity i asked him what hed do if i shave off all of my hair  his response well id just pet your scalp instead  either thats the most endearing or the most disturbing thing ive heard of him and ive heard a lot of disturbing shit coming from him  guys i think hes a keeper,61,13
#Bristruth11432,not to sound shallow but i find it really uncomfortable when speaking to someone whos not from the same social economical background as me always feel like i have to downconverge because i sound too posh lol cant help it,4,31
#Bristruth11426,bristruth11409  because im good at it so im basically guaranteed a 21 its interesting and its still a degree so literally anything with graduate training like banking or advertising will take me what do you do biochem or maths or some shit well if you ever cure cancer or find a new number hit me up otherwise as shakespeare said fuck off,9,5
#Bristruth11405,i need a film with a bitter sweet ending like forrest gump any suggestions,2,16
#Bristruth11399,if i had 1 for every time someone told me i was beautiful id have 1 thanks mum,61,5
#Bristruth11389,imagine being so triggered by a bristruth that you have to write a bristruth about being triggered by a bristruth,9,0
#Bristruth11359,i may be a bit stoned right now  but if birds could do politics there would be a donald trump pigeon campaigning against the seagulls in bristol its seagulls not citygulls they are pretty much the mexicans of the birds world buildthecage birdworldcountry,21,6
#Bristruth11351,where do i get a ridiculously edgy shit shirt from just looking for the im minted but i want to look cool look ,13,24
#Bristruth11344,yeah i like it in the ass when youre eye fuckin with me stop it with the seagulls always pigeons for me dont pull up at 6 am if you hear yanney can i use the royal wedding as an ec asking for a friend sad reacts only yes i see the jam that you keep in your fridge i dont give a shit about your ski trip they gon snap the story write a bristruth bout me  gods plan gods plan i hold back sometimes i post ie this i feel good most times i dont so much stress mental breakdown on woodland road such a mess graduate from uob yeah wait i go hard in omg safe space lolas lounge or gravity  and still bad things  she said do you love me i tell her only partly i only love my bed daddys money and the molly 10 fore 10 getting twatted at the cori 3rd year now dont bring no freshers to my party yeah you know me turn the u1 back to the 16 without dusty depot thered be oh wait imagine if i hadve gone to uwe  if youre reading this the admins deleted the final verse something about personal attacks cough brady cough idk,79,5
#Bristruth11309,to whoever recalled arnold whittalls the cambridge introduction to serialism from the ass hmu need an atonal friend in this tonal world x,1,0
#Bristruth11306,there is nothing worse than friends that claim they arent hungry after a night out but end up digging into the cheesy chips youve brought,12,16
#Bristruth11299,bristruth11248 re guardian league tables for history the guardian goes very heavy on nss for its league table so the overall result mainly reflects student perceptions you should be a very wary of universities with sovietlevel nss results specifically designed to bump them up the league table standings and b more concerned with objective rather than subjective data look at the valueadded score of 8 only 4 history courses scored 9 and career after 6 months of 75 essentially the russell group premium,2,0
#Bristruth11294,when you sit on the toilet for so long going through bristruths that your foot goes numb and then you have to write a bristruth about your numb foot,2,0
#Bristruth11274,anyone else got a friend that strides ahead just in the hope that you will take aesthetic pics for them,3,23
#Bristruth11272,a good friend of mine just pronounced bristruths as bristruthsblocked,3,3
#Bristruth11271,kanye west new album is out go fucking listen to it now a nice exam ending the goat does it again,12,2
#Bristruth11264,have two years left on my degree and i swear to god i feel like its going to be over tomorrow help i dont want to be anxious and lonely and scared for the future anymore,8,1
#Bristruth11240,lets end this debate once and for all  love react  eggs in the cupboard like react  eggs in the fridge,188,8
#Bristruth11233,uni life is actually sooo easy once youve linked your parents card to your apple pay,19,5
#Bristruth11231,tryna sort accommodation for next year orchard heights or the hawthorns,1,5
#Bristruth11212,quick question  is cereal a soup been debating this with myself for over 30 minutes and it still needs resolution,13,19
#Bristruth11181,shoutout to my fuck buddy for making exams less sucky but i also sort of blame you for not doing well in said exams oops,3,0
#Bristruth11173,looking for a summer boyfriend please get tagging your mates must have a signet ring a shit edgy hair cut and preferrably be going to boomtown,16,48
#Bristruth11165,bristruth11148  okay im ending this  the greatest soundtrack for revision or otherwise is the from professor layton and the curious village dont  me or ill solve you like a puzzle,74,21
#Bristruth11156,why have i only just realised that i have a massive crush on my coursemate but im about to leave for summer so cant do anything about it,10,27
#Bristruth11135,my boyfriend is more prepared to share his feelings with the bristruths submission box than with me whats even more peak is theyve never been posted,4,0
#Bristruth11130,shoutout to all those that tripped over my laptop cable on the first floor of the ass watching your embarrassed faces got me through revision today x,4,1
#Bristruth11124,really frustrated with the lack of solutions for past papers from second year onwards how am i supposed to know whether im right or wrong just another example of lecturers being lazy i suppose most teach one module 3 hours per week a term and cant even give solutions give me a break would be fun to watch half these lecturers go survive in a real job where they have to work 40 hours a week then come complain to me about your pension smh,42,9
#Bristruth11104,how embarrassing is it when thwres a fly nearby and you wanna smack it but you cant because youve got people surrounding you and they cant see the fly so youve just gotta act calm ,0,1
#Bristruth11100,im really shocked at the amount who dont know this but just so you all know northern ireland a constituent part of the uk has had no government for 18 months jan 2017 if this was anywhere else if would be a scandal,13,1
#Bristruth11096,one of the reasons i enjoy living away from home so much is that on nights when i cant be bothered to cook cookies and a tub of yogurt becomes a perfectly viable dinner what my parents dont know they cant judge me for,12,0
#Bristruth11095,when the unis first response after a massive march for mental health is to offer free ice cream as if that will make up for it,16,1
#Bristruth11051,my housemate is so loud when she has sex that when i heard a bird crowing on woodland road i legit did a double take thinking she was nearby somewhere,30,23
#Bristruth11048,all my friends are going to motion on the night we finish our exams but i myself have a much more fun night planned im going to watch the ugly truth in bed with a chinese a take away and a massive chocolate cake,49,7
#Bristruth11047,sainsburys own brand cider is calorific dog piss but who cares because it has alcohol,2,18
#Bristruth11042,am i the only one that doesnt get the threat of parents getting out the baby photos when you take your boyfriendgirlfriend home not only was i an incredibly cute child but i peaked in my looks in my formative years and have been on a steep downward trajectory since then,150,20
#Bristruth11035,if i were in a plane and poured fairy liquid on the clouds would it rain bubbles,15,3
#Bristruth11031,wearing my dark glasses in the ass for a good non consensual eye fucking,4,2
#Bristruth11030,been at bristol two years now and have successfully managed to block the toilet through majestic shits of the following su senate house many a time  useless beacon wills the toilet in my first year accommodation the toilet in my house now  one more year  who knows what i can achieve,34,49
#Bristruth10970,i was so happy when i saw the abortion laws were changed i cried a bit ive never been involved in politics but this always meant so much to me northern ireland itself is still backwards but this is a step forwards at least,20,0
#Bristruth10969,solo is the fourth best star wars movie behind empire return of the jedi and revenge of the sith convince me otherwise,2,7
#Bristruth10964,from the girl on the first floor of the ass who cant stop coughing sorry,1,1
#Bristruth10936,when the girl youre seeing comes around to your parents place whilst your parents are away on holiday and youve brought her an anne summers butt plug as you do which she unwraps then and there and its only three and a half weeks later that you realise that the explicit packaging for the device which has emblazoned on it phrases like the perfect introduction to anal has been left out in plain site on a cushion on a sofa in your bedroom at home and deep down youre just hoping that your mum never saw it or noticed it on any of the many occasions shes been into your bedroom because you know shed definitely get the wrong impression and youre so embarrassed about it that you end up writing the longest sentence ever and posting it to bristruths,13,3
#Bristruth10919,i have officially finished university and im a slightly older student so im gonna give you all some advice 1 it doesnt actually matter whatever you get on that grade whether you get a first on a second it doesnt matter good things will still come to you so dont beat yourself up 2 enjoy your time here go out and socialise do something new youre only young once theres never gonna be another time in your life when you dont have more responsibilities so enjoy being free 3 but dont waste it learn to balaaance keep challenging yourself learn new things keep your brain going go to your lectures read some books you got this shit  i am now done most of the people on my course i will never see again and that sucks bristol is a great city filled with amazing people and its a great place to begin changing into a better version of yourself go and create some great memories with wonderful friends and enjoy being a student and enjoy all that free time because its gonna go in a blink of an eye  what makes this university special is not our courses not where we come on the uni league but all the people we are an amazing bunch ,183,3
#Bristruth10916,i love my flatmates but honestly stop chewing with your mouth open like youre 5 yo,16,13
#Bristruth10905,rip total biscuit one of the youtube greats taken far too soon hope hes not suffering anymore now though fuck cancer,20,0
#Bristruth10875,did someone lose a brown leather purse with a logo of a stag in front i found it at approx 3am in front if the uob logo at royal fort ill try to get it to security asap,0,1
#Bristruth10872,we are so close to reaching our 1000 target of sending herman to jamaica please keep donating even if its 1 and share the link on your facebook lets make it rain on herman thank you link to donate httpswwwjustgivingcomcrowdfundingsendhermantojamaica,48,3
#Bristruth10860,whoever those kids are who play frisbee outside new bridewell i wish i was like you,10,4
#Bristruth10854,friendly reminder to apply for student finance for next year  apply today or tomorrow 250518 to get your loans in time for the next academic year,10,5
#Bristruth10851,can all the people who put in earphones the second they leave a room just like stop its probably all the same people who are complaining about not knowing anyone and its because noones going to say hi to you when your head is weighed down by shitty beats knockoffs that are faintly murmuring some drake or some shit really pisses me off people who listen to music whilst going about their day are twats and i know what i said,5,2
#Bristruth10835,to all the guys in clubs trying to pull by doing fortnite dances you are my heroes,81,55
#Bristruth10829,i wanna be a life model for the fine art society just once to try it is this a thing they offer,3,6
#Bristruth10816,just sat an exam in the mvb pc lab and the computers froze for 20 minutes in the middle and we didnt get any extra time compensation afterwards bristol uni is a shambles itll be a polytechnic within the next decade,7,6
#Bristruth10815,rather than measuring my revision progress by the amount of material i have learned ive decided i feel a lot better if i go by the number of pens ive used up,19,0
#Bristruth10807,what you dont know cant hurt you is the single biggest lie ive heard in a very long time what i didnt know definitely hurt me in my exams what i didnt know felt like hugh brady had fisted me,45,2
#Bristruth10792,is it bad to resit as in do a lot of people do it or does it make you look kinda dumb,1,11
#Bristruth10789,if youre a liverpool fan and youre going to lstd on saturday rethink your priorities and maybe try a different sport absolutely embarrassing,108,58
#Bristruth10777,if this gets 05 likes i will get so drunk within 10 minutes of my last exam finishing that i cant see x,70,13
#Bristruth10773,shoutout to the bloke who turned up late to the exam threw up on himself then continued to do the exam topless a true hero,371,64
#Bristruth10750,hey you you got this you can finish this year strong you can do this,103,33
#Bristruth10749,modafinil stops the contraceptive pill working for a month httpwwwmodafinilfactscomcontraceptiveshtm,0,2
#Bristruth10746,name a more iconic duo than coombe dingle and failure ill wait,302,52
#Bristruth10739,bristruths according to urban dictionary  a collection of posh private school students calling other posh private school students posh to hide the fact that they are in fact also posh and privately educated sad attempts at making sexual contact with strangers in the ass passive aggressive speeches about houseflatmates,13,0
#Bristruth10736,is it just me or is every single company updating their privacy policy,27,4
#Bristruth10701,when youre in city center accomodation and have to choose between keeping the window shut and boiling to death in your sleep or opening the window and getting no sleep because its so loud,224,52
#Bristruth10675,honestly considering unfriending all my fb friends who are into performing arts like the amount of shit about new plays on that gets posted by them is getting too much now really couldnt care less,23,19
#Bristruth10646,i am never opening a laurel yanny video again because i got done by those fucking sex noises and now my flatmates know for sure i watch hardcore porn instead of just suspecting,3,0
#Bristruth10633,maths doesnt test my ability for creative problem solving it test my ability to learn 30 complicated word for word definitions for a 10 credit point exam,48,12
#Bristruth10626,i guess one of the benefits of having a chronic condition is that you end up in a cushty examroom with about 5 people in it and no embarrassing long walk of shame if you need to pop to the loo,10,6
#Bristruth10607,theres only one important football game next saturday and thats the championship playoff final come on the villa,19,12
#Bristruth10582,to my housemates who have secretly been hooking up during exam period we all know everyone knows im pretty sure the next door neighbours know get better at having quiet sex  we are all trying to revise oh and also yes we are all dreading living with you two next year because of this,50,43
#Bristruth10579,lecturer here how do you guys feel about assessment in the uni lets do a standard sad reaccs for change it like for keep it as it is  good luck with your exams youre good people 3 we believe in you,20,3
#Bristruth10576,how have i never seen the red poles outside of the vic rooms before haha react for youre blind theyve always been there wow react for theyre new,1,1
#Bristruth10572,overheard at wills ill only date someone with 3 as at a level or above,67,37
#Bristruth10565,keep submitting truths looking for romantic advice but the admins never post them do you want me to die alone admins do you ,1,0
#Bristruth10560,is it normal to get more likes on a bristruth than hours sleep in the last month,8,0
#Bristruth10527,one of my flatmates poured the water from a 3dayold hot water bottle into our communal kettle heated it up and poured the water back into it can we evict him,0,4
#Bristruth10515,shoutout to everyone who remembers the 16 bus imagine if bristruths had been around then buses not showing up buses only every 20 mins all day the fucking bus pass and all the freshers have to talk about is some driver called miroslav,131,9
